DateTime,Primary Type,Description,Location,Arrest,Domestic,Area,District,War,Lat,Long
3:00 PM,13,142,66,0,0,35,11,26,41.8489,-87.6758
4:00 PM,12,123,70,0,0,41,10,24,41.8357,-87.6678
5:00 PM,13,128,63,0,0,46,9,17,41.8181,-87.6704
6:00 PM,12,162,62,0,0,38,12,23,41.8354,-87.6625
7:00 PM,12,122,67,0,0,38,11,21,41.8392,-87.6725
8:00 PM,13,152,67,0,0,47,12,21,41.8252,-87.6793
9:00 PM,15,145,69,0,0,37,12,23,41.8507,-87.6848
10:00 PM,15,177,71,0,0,32,13,27,41.8565,-87.6943
11:00 PM,13,128,71,0,0,44,11,23,41.8195,-87.6678
8-Jan,13,154,68,0,0,38,11,23,41.8433,-87.6731
12:00 AM,12,127,74,0,0,39,10,22,41.8417,-87.6767
1:00 AM,12,112,76,0,0,42,13,24,41.8484,-87.6942
2:00 AM,14,147,58,0,0,47,13,26,41.8175,-87.6656
3:00 AM,14,169,78,0,0,42,10,21,41.8045,-87.6463
4:00 AM,9,213,89,0,0,37,12,26,41.8427,-87.6492
5:00 AM,12,142,72,0,0,46,9,15,41.8069,-87.6743
6:00 AM,12,196,56,0,0,33,13,28,41.864,-87.6886
7:00 AM,7,131,61,0,0,31,14,24,41.8704,-87.6807
8:00 AM,10,151,83,0,0,45,10,20,41.8113,-87.6613
9:00 AM,15,162,68,0,0,35,13,22,41.8603,-87.6917
10:00 AM,14,167,85,0,0,40,9,21,41.8212,-87.6741
11:00 AM,12,127,56,0,0,40,10,23,41.8447,-87.6796
12:00 PM,14,174,65,0,0,41,10,19,41.8327,-87.6486
1:00 PM,12,153,64,0,0,32,9,26,41.8544,-87.6638
2:00 PM,13,188,51,0,0,37,12,24,41.8416,-87.6763
3:00 PM,13,139,65,0,0,40,11,22,41.8402,-87.6691
4:00 PM,16,167,68,0,0,37,11,25,41.8526,-87.6692
5:00 PM,14,147,78,0,0,40,13,24,41.8511,-87.6655
6:00 PM,13,148,68,0,0,36,11,23,41.8524,-87.6767
7:00 PM,11,143,69,0,0,34,11,23,41.8531,-87.6742
8:00 PM,13,135,71,0,0,35,11,23,41.8406,-87.6791
9:00 PM,14,167,62,0,0,35,12,23,41.8518,-87.6698
10:00 PM,15,169,62,0,0,35,13,24,41.853,-87.6928
11:00 PM,13,161,64,0,0,34,11,25,41.8324,-87.6771
9-Jan,14,156,71,0,0,38,11,23,41.8383,-87.6704
12:00 AM,13,169,70,0,0,37,11,23,41.842,-87.6768
1:00 AM,12,172,69,0,0,31,12,26,41.8469,-87.6675
2:00 AM,14,183,76,0,0,35,12,25,41.8443,-87.6774
3:00 AM,16,150,74,0,0,40,13,28,41.8534,-87.6802
4:00 AM,16,128,60,0,0,43,9,20,41.8103,-87.6458
5:00 AM,12,163,67,0,0,37,9,20,41.8496,-87.6703
6:00 AM,14,132,89,0,1,40,11,21,41.8474,-87.6962
7:00 AM,16,85,83,0,1,43,13,28,41.8453,-87.6781
8:00 AM,11,176,71,0,0,39,11,22,41.8119,-87.6568
9:00 AM,14,112,78,0,1,39,12,22,41.8275,-87.6808
10:00 AM,14,169,78,0,0,46,10,20,41.8174,-87.6679
11:00 AM,11,181,70,0,0,37,12,28,41.8515,-87.6636
12:00 PM,13,177,72,0,0,34,11,25,41.8655,-87.6894
1:00 PM,14,146,73,0,0,45,11,18,41.8141,-87.6592
2:00 PM,13,129,67,0,0,44,12,24,41.8318,-87.6771
3:00 PM,13,158,65,0,0,31,12,25,41.8565,-87.6683
4:00 PM,17,134,74,0,0,42,9,18,41.8064,-87.6466
5:00 PM,13,143,72,0,0,35,11,20,41.8552,-87.6754
6:00 PM,9,143,68,0,0,41,8,25,41.8288,-87.6512
7:00 PM,15,195,70,0,0,39,12,21,41.8328,-87.6695
8:00 PM,16,158,64,0,0,37,10,19,41.8308,-87.6678
9:00 PM,16,187,69,0,0,34,11,24,41.8443,-87.6656
10:00 PM,14,134,68,0,0,38,11,22,41.8274,-87.6762
11:00 PM,14,162,73,0,0,36,11,25,41.8518,-87.6742
10-Jan,14,149,72,0,0,37,12,23,41.8396,-87.6712
12:00 AM,13,110,66,0,0,39,13,27,41.8316,-87.6801
1:00 AM,19,179,61,0,0,36,10,22,41.8248,-87.648
2:00 AM,15,120,63,0,0,47,11,21,41.8049,-87.6558
3:00 AM,14,141,68,0,0,28,12,25,41.8611,-87.6603
4:00 AM,11,138,77,0,0,55,10,18,41.7552,-87.6512
5:00 AM,14,138,68,0,0,39,13,23,41.8221,-87.6593
6:00 AM,15,140,80,0,0,44,10,17,41.8377,-87.6728
7:00 AM,18,147,75,0,0,42,9,19,41.8103,-87.663
8:00 AM,17,200,83,0,0,45,10,16,41.7949,-87.658
9:00 AM,13,133,77,0,1,35,12,24,41.8624,-87.673
10:00 AM,13,128,76,0,0,35,14,24,41.8472,-87.6798
11:00 AM,13,161,75,0,0,29,13,26,41.8655,-87.6904
12:00 PM,11,171,76,0,0,32,13,24,41.8644,-87.673
1:00 PM,13,106,63,0,0,27,13,28,41.8936,-87.6988
2:00 PM,14,166,71,0,0,38,12,22,41.8327,-87.6633
3:00 PM,13,162,80,0,0,39,11,24,41.8324,-87.6615
4:00 PM,14,142,74,0,0,37,12,24,41.8284,-87.6723
5:00 PM,13,133,74,0,0,29,13,24,41.8646,-87.6575
6:00 PM,18,140,74,0,0,43,10,23,41.8399,-87.6894
7:00 PM,13,153,70,0,0,37,11,23,41.842,-87.676
8:00 PM,13,167,77,0,0,39,10,20,41.8313,-87.6701
9:00 PM,12,152,68,0,0,44,10,20,41.8242,-87.6798
10:00 PM,13,165,73,0,0,37,12,23,41.8375,-87.6699
11:00 PM,12,165,64,0,0,36,15,22,41.8668,-87.6896
11-Jan,13,150,70,0,0,39,11,23,41.8384,-87.668
12:00 AM,12,133,65,0,0,37,10,21,41.824,-87.6455
1:00 AM,11,137,72,0,0,46,9,19,41.82,-87.6701
2:00 AM,11,244,90,1,1,21,14,23,41.8566,-87.6312
3:00 AM,18,142,88,0,0,37,14,26,41.8362,-87.6585
4:00 AM,11,132,81,0,0,39,14,20,41.8517,-87.6763
5:00 AM,15,194,63,0,0,36,12,24,41.8463,-87.6844
6:00 AM,12,138,68,0,0,41,11,22,41.8451,-87.6834
7:00 AM,12,137,78,0,0,39,11,23,41.8367,-87.6653
8:00 AM,15,95,76,0,0,40,11,22,41.8127,-87.6678
9:00 AM,15,146,79,0,0,42,10,19,41.8226,-87.6539
10:00 AM,18,148,76,0,0,43,10,23,41.8243,-87.6764
11:00 AM,16,153,65,0,0,36,10,26,41.8396,-87.6633
12:00 PM,13,151,82,0,0,39,9,20,41.8299,-87.6515
1:00 PM,10,133,74,0,0,40,10,26,41.839,-87.6669
2:00 PM,12,177,68,0,0,43,11,25,41.8461,-87.6711
3:00 PM,10,157,58,0,0,39,12,22,41.8361,-87.6716
4:00 PM,15,152,71,0,0,40,11,22,41.8289,-87.6833
5:00 PM,13,157,59,0,0,46,12,21,41.8366,-87.6686
6:00 PM,14,155,63,0,0,29,11,24,41.8626,-87.6731
7:00 PM,12,156,72,0,0,33,13,22,41.8609,-87.6823
8:00 PM,13,152,67,0,0,40,10,20,41.8243,-87.6504
9:00 PM,16,178,73,0,0,28,12,26,41.8837,-87.6888
10:00 PM,14,128,79,0,0,31,10,22,41.8686,-87.6577
11:00 PM,15,165,66,0,0,37,12,23,41.8418,-87.6831
12-Jan,13,156,73,0,0,38,11,23,41.8452,-87.6744
12:00 AM,13,141,84,0,0,35,12,25,41.8529,-87.6915
1:00 AM,17,177,72,0,0,44,13,23,41.8452,-87.665
2:00 AM,17,151,87,0,1,44,11,23,41.809,-87.6503
3:00 AM,16,160,91,0,0,46,11,20,41.8161,-87.6764
4:00 AM,5,216,103,0,0,46,17,30,41.8998,-87.6693
5:00 AM,12,159,79,0,0,37,9,15,41.8324,-87.6663
6:00 AM,14,148,79,0,0,32,10,20,41.8694,-87.6686
7:00 AM,20,140,76,0,0,42,13,25,41.8446,-87.6854
8:00 AM,9,143,70,0,0,37,11,21,41.8408,-87.6622
9:00 AM,13,162,71,0,0,38,11,22,41.8325,-87.662
10:00 AM,12,134,87,0,0,36,13,26,41.8412,-87.6878
11:00 AM,12,185,87,0,0,32,13,27,41.8763,-87.6941
12:00 PM,14,127,81,0,0,39,10,23,41.8243,-87.6617
1:00 PM,14,148,62,0,0,43,10,20,41.8284,-87.6628
2:00 PM,12,185,75,0,0,35,10,26,41.8483,-87.643
3:00 PM,12,154,61,0,0,39,13,26,41.8403,-87.6979
4:00 PM,11,163,65,0,0,35,10,21,41.8581,-87.6632
5:00 PM,14,174,67,0,0,34,12,23,41.8415,-87.6682
6:00 PM,12,135,65,0,0,37,12,26,41.8776,-87.6887
7:00 PM,11,157,67,0,0,32,12,20,41.8559,-87.677
8:00 PM,16,141,68,0,0,33,12,25,41.8611,-87.6773
9:00 PM,15,185,70,0,0,43,11,19,41.8187,-87.6706
10:00 PM,16,154,61,0,0,45,11,17,41.8221,-87.6758
11:00 PM,19,185,78,0,0,42,13,24,41.8508,-87.6913
13-Jan,13,153,68,0,0,36,11,23,41.8478,-87.6726
12:00 AM,10,146,69,0,0,32,8,23,41.8696,-87.6757
1:00 AM,14,143,55,0,0,32,11,24,41.8539,-87.7089
2:00 AM,19,126,76,0,0,34,10,21,41.8585,-87.6726
3:00 AM,12,164,81,0,0,41,11,20,41.7991,-87.6714
4:00 AM,16,155,63,0,0,34,9,22,41.846,-87.6564
5:00 AM,18,154,81,0,1,39,10,22,41.8594,-87.6776
6:00 AM,10,173,111,0,1,42,17,27,41.8468,-87.765
7:00 AM,11,148,76,0,0,40,11,22,41.8294,-87.6556
8:00 AM,13,147,65,0,0,33,13,25,41.8528,-87.6963
9:00 AM,14,181,70,0,0,35,11,21,41.8451,-87.6711
10:00 AM,12,151,69,0,0,35,12,24,41.863,-87.6764
11:00 AM,12,165,76,0,0,35,11,23,41.8474,-87.6739
12:00 PM,15,182,76,0,0,41,10,18,41.822,-87.6635
1:00 PM,14,176,71,0,0,35,11,21,41.8442,-87.6739
2:00 PM,12,150,72,0,0,37,10,22,41.8331,-87.6595
3:00 PM,13,135,61,0,0,38,12,22,41.8369,-87.6703
4:00 PM,16,155,68,0,0,39,11,20,41.8317,-87.6645
5:00 PM,14,146,60,0,0,35,11,27,41.8565,-87.6694
6:00 PM,11,140,71,0,0,41,11,22,41.8361,-87.6619
7:00 PM,12,156,70,0,0,40,9,19,41.8361,-87.663
8:00 PM,12,142,67,0,0,31,13,27,41.8742,-87.6932
9:00 PM,11,143,54,0,0,33,11,25,41.8613,-87.6755
10:00 PM,14,168,63,0,0,32,12,25,41.8764,-87.6793
11:00 PM,16,138,70,0,0,30,14,25,41.8844,-87.6966
14-Jan,13,149,70,0,0,36,11,24,41.8478,-87.674
12:00 AM,12,132,82,0,0,43,11,22,41.8245,-87.6647
1:00 AM,13,175,80,0,0,35,13,20,41.8487,-87.6563
2:00 AM,13,131,80,0,1,35,11,23,41.8337,-87.6497
3:00 AM,11,159,83,0,0,36,10,21,41.838,-87.6484
4:00 AM,12,141,73,0,0,37,11,20,41.839,-87.6646
5:00 AM,11,157,91,0,0,44,9,22,41.824,-87.6607
6:00 AM,11,138,70,0,0,31,12,23,41.8687,-87.6647
7:00 AM,14,147,80,0,0,30,13,29,41.8641,-87.6863
8:00 AM,11,135,71,0,0,35,11,26,41.8654,-87.6786
9:00 AM,11,137,72,0,0,29,14,29,41.8777,-87.6945
10:00 AM,16,173,68,0,0,37,12,23,41.8545,-87.6833
11:00 AM,11,154,70,0,0,35,10,25,41.851,-87.6654
12:00 PM,14,159,67,0,0,42,14,24,41.8262,-87.6784
1:00 PM,13,172,53,0,0,33,12,26,41.854,-87.6655
2:00 PM,15,140,60,0,0,43,11,22,41.8271,-87.6687
3:00 PM,13,158,65,0,0,41,12,23,41.8408,-87.6834
4:00 PM,10,142,79,0,0,38,11,28,41.8546,-87.6724
5:00 PM,14,145,76,0,0,42,9,25,41.8435,-87.6668
6:00 PM,13,159,69,0,0,33,13,26,41.8585,-87.6824
7:00 PM,13,156,63,0,0,34,10,22,41.8409,-87.6646
8:00 PM,15,130,72,0,0,32,13,26,41.8676,-87.6842
9:00 PM,15,175,71,0,0,40,10,24,41.834,-87.6778
10:00 PM,13,128,75,0,0,39,11,22,41.8258,-87.6649
11:00 PM,13,124,56,0,0,30,14,25,41.8769,-87.6809
15-Jan,13,149,68,0,0,36,11,22,41.8467,-87.6695
12:00 AM,13,138,69,0,0,41,12,22,41.8403,-87.669
1:00 AM,16,154,71,0,0,29,11,26,41.8664,-87.6683
2:00 AM,15,154,81,0,0,33,11,25,41.8817,-87.6691
3:00 AM,14,127,69,0,0,39,12,26,41.7802,-87.6445
4:00 AM,13,198,75,0,0,35,14,29,41.8508,-87.6718
5:00 AM,16,149,76,0,0,49,8,14,41.7835,-87.6138
6:00 AM,16,190,62,0,0,40,8,27,41.8459,-87.6772
7:00 AM,9,151,77,0,0,33,11,23,41.8185,-87.6554
8:00 AM,16,149,73,0,0,34,12,22,41.8506,-87.6689
9:00 AM,12,152,68,0,0,37,12,23,41.8394,-87.6724
10:00 AM,14,149,63,0,0,38,9,23,41.8376,-87.6799
11:00 AM,12,141,57,0,0,37,11,23,41.8461,-87.6729
12:00 PM,10,169,69,0,0,34,8,21,41.8418,-87.6672
1:00 PM,11,153,60,0,0,34,10,21,41.8597,-87.6561
2:00 PM,11,146,64,0,0,32,11,25,41.8559,-87.6806
3:00 PM,17,134,60,0,0,36,11,22,41.8389,-87.677
4:00 PM,13,171,73,0,0,36,11,22,41.852,-87.6745
5:00 PM,14,128,70,0,0,34,10,21,41.8497,-87.65
6:00 PM,11,145,72,0,0,35,10,20,41.8597,-87.666
7:00 PM,13,158,64,0,0,37,10,24,41.8367,-87.6649
8:00 PM,13,141,66,0,0,32,11,22,41.8658,-87.6809
9:00 PM,13,155,79,0,0,44,9,18,41.8172,-87.6714
10:00 PM,13,138,60,0,0,35,12,24,41.8572,-87.6855
11:00 PM,18,158,74,0,0,35,12,23,41.8431,-87.6635
16-Jan,14,151,69,0,0,36,12,24,41.8449,-87.6722
12:00 AM,16,156,73,0,0,33,11,24,41.8514,-87.6796
1:00 AM,9,132,77,0,0,34,14,23,41.8528,-87.6854
2:00 AM,15,137,56,0,0,29,14,27,41.87,-87.6807
3:00 AM,14,172,75,0,0,38,11,24,41.8338,-87.6828
4:00 AM,13,130,68,0,0,36,13,25,41.8569,-87.6755
5:00 AM,14,124,84,0,0,43,10,18,41.812,-87.661
6:00 AM,20,203,82,0,0,36,12,23,41.8246,-87.6698
7:00 AM,13,150,61,0,0,49,8,15,41.7929,-87.6626
8:00 AM,16,152,73,0,0,43,10,19,41.8202,-87.6567
9:00 AM,10,158,69,0,0,32,14,25,41.8652,-87.6872
10:00 AM,14,120,72,0,0,34,13,25,41.851,-87.6602
11:00 AM,16,142,66,0,0,43,10,21,41.8157,-87.6639
12:00 PM,10,171,70,0,0,35,10,24,41.8451,-87.6657
1:00 PM,14,156,70,0,0,39,11,20,41.8354,-87.6632
2:00 PM,14,138,74,0,0,34,12,26,41.856,-87.6718
3:00 PM,12,146,63,0,0,37,12,24,41.8362,-87.674
4:00 PM,12,126,66,0,0,39,11,22,41.8388,-87.6716
5:00 PM,13,156,67,0,0,32,11,24,41.8698,-87.686
6:00 PM,13,167,62,0,0,36,11,25,41.8559,-87.6754
7:00 PM,15,166,73,0,0,39,11,25,41.8376,-87.6691
8:00 PM,14,163,75,0,0,35,11,24,41.8528,-87.6704
9:00 PM,17,169,72,0,0,32,12,24,41.865,-87.6663
10:00 PM,17,163,69,0,0,41,12,24,41.8272,-87.6584
11:00 PM,11,108,67,0,0,32,15,27,41.8592,-87.6935
17-Jan,14,150,71,0,0,36,11,24,41.8478,-87.6736
12:00 AM,13,156,65,0,0,33,12,28,41.8459,-87.6592
1:00 AM,14,156,61,0,0,31,12,28,41.8832,-87.6809
2:00 AM,13,132,66,0,0,34,12,25,41.8588,-87.6724
3:00 AM,12,196,75,0,0,35,10,19,41.8474,-87.6384
4:00 AM,12,170,74,0,0,41,10,21,41.8322,-87.6721
5:00 AM,10,143,65,0,0,27,15,31,41.8817,-87.6719
6:00 AM,14,156,70,0,0,50,9,14,41.777,-87.659
7:00 AM,18,138,74,0,0,36,15,27,41.9046,-87.7534
8:00 AM,17,93,83,0,0,34,16,30,41.8834,-87.7171
9:00 AM,16,135,82,0,0,34,14,28,41.8564,-87.6834
